@RELATION svmTaps
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {enter,a,NOISE,space,q}

@DATA
0.196541,0.038622,3.254327,0.291964,0.250923,1.745543,0.001043,0.382566,-21.878221,1.259452,-0.326661,-0.382400,0.051865,-0.102579,0.041848,-0.029658,-0.183627,-0.141372,0.017499,0.082738,0.223818,0.005874,0.005150,0.019533,0.015744,0.020577,0.016582,0.014415,0.005264,0.005791,0.006575,0.007787,0.003232,0.009291,0.018630,0.008031,0.028076,0.017553,0.010745,0.204032,0.000342,0.060173,0.301435,0.344118,0.219032,0.292855,0.250642,0.162896,0.214694,0.236060,0.169028,0.183008,0.155739,0.127136,0.174310,0.005115,0.004599,0.012317,0.012816,0.013370,0.010147,0.004879,0.005779,0.003359,0.004552,0.003911,0.001855,0.003323,NOISE
0.193472,0.032140,3.266529,0.298529,0.262217,1.505449,0.001270,0.381873,-22.216726,1.603400,-0.624286,-0.097189,0.245549,-0.188189,-0.044954,0.089027,-0.046026,-0.039376,0.065536,0.173855,0.138921,0.011409,0.009300,0.017572,0.011215,0.027989,0.014285,0.020687,0.003077,0.007914,0.008310,0.009892,0.004727,0.011149,0.038978,0.014485,0.024071,0.022001,0.005937,0.422346,0.000616,0.117202,0.455555,0.168810,0.352501,0.201127,0.157503,0.153689,0.147184,0.196980,0.193450,0.142251,0.118752,0.174431,0.183620,0.005780,0.012501,0.009971,0.010288,0.016617,0.014288,0.014160,0.003704,0.003953,0.005368,0.005428,0.003768,0.003952,NOISE
0.156907,0.050214,3.088009,0.335065,0.308383,0.980797,0.002320,0.235775,-22.622421,1.870174,0.431015,0.390302,0.131553,-0.023033,0.104220,0.163036,0.082350,0.165122,-0.056851,-0.055761,0.072164,0.010997,0.001392,0.066731,0.004944,0.045972,0.003424,0.113204,0.000699,0.002466,0.005682,0.019526,0.002283,0.038467,0.029096,0.018257,0.096465,0.013858,0.002861,0.261353,0.001622,0.147717,0.204651,0.180636,0.145635,0.172176,0.130424,0.126781,0.154221,0.174821,0.167824,0.121090,0.137090,0.126001,0.106415,0.008911,0.001058,0.036704,0.006624,0.029650,0.002616,0.063329,0.000414,0.002524,0.004398,0.011187,0.001907,0.013185,NOISE
0.244502,0.052443,3.302588,0.295800,0.215553,2.411209,0.000798,0.412298,-22.473988,-0.227013,0.492614,0.470122,-0.048305,-0.195734,0.003185,-0.337552,0.228748,-0.052279,-0.004674,0.281568,0.177014,0.002363,0.002059,0.004712,0.002344,0.008459,0.002984,0.007312,0.001382,0.002629,0.003009,0.005422,0.002469,0.002707,0.014617,0.007573,0.007812,0.007609,0.003772,0.077222,0.000214,0.020315,0.163060,0.174714,0.189045,0.128168,0.159389,0.141701,0.180561,0.177842,0.157355,0.119470,0.071994,0.140768,0.114111,0.001341,0.000911,0.001703,0.001020,0.004736,0.001299,0.003384,0.000574,0.001021,0.000985,0.002223,0.001279,0.001080,NOISE
0.104809,0.017078,3.212057,0.224756,0.251955,0.739426,0.002196,0.184371,-26.263676,2.248709,0.120829,0.073410,-0.652078,-0.335483,0.062886,-0.131841,0.123760,0.141558,0.133570,0.021405,0.147931,0.004066,0.002035,0.013038,0.019981,0.025999,0.005106,0.044143,0.003099,0.008506,0.039779,0.040088,0.005681,0.025231,0.078406,0.022943,0.054638,0.089191,0.033362,0.711511,0.001353,0.169816,2.578306,0.706917,0.494872,0.212135,0.530656,0.281052,0.166919,0.174314,0.132238,0.163561,0.144790,0.213098,0.231668,0.001631,0.000895,0.008104,0.017211,0.024938,0.003835,0.039230,0.003896,0.006123,0.036551,0.036149,0.003628,0.005416,NOISE
0.195260,0.060564,3.262693,0.305253,0.261655,1.533634,0.001210,0.408509,-21.415732,1.503784,-0.458062,-0.283304,-0.078458,0.034564,0.028817,0.088961,0.050170,-0.110831,0.045252,0.311914,0.165550,0.004118,0.013949,0.015279,0.013365,0.028947,0.010898,0.019724,0.003469,0.007563,0.005710,0.010532,0.003961,0.011846,0.029049,0.014024,0.028480,0.015787,0.005671,0.293618,0.000463,0.078855,0.269577,0.205499,0.319276,0.278450,0.249187,0.202532,0.238110,0.264816,0.199506,0.157194,0.155102,0.158178,0.151249,0.002464,0.022961,0.009013,0.012467,0.015778,0.005908,0.014538,0.004683,0.005363,0.002220,0.005736,0.002160,0.004633,NOISE
0.027650,0.077306,3.182458,0.119704,0.194094,0.135891,0.004781,0.038219,-22.387168,2.343843,-0.277279,-0.101698,-1.160200,-0.623678,-0.092726,-0.114491,-0.152975,0.164011,0.114411,-0.010042,-0.195771,0.012354,0.001753,0.007253,0.030925,0.008027,0.003077,0.006344,0.002211,0.005467,0.061188,0.067992,0.016362,0.027297,0.007368,0.042991,0.146605,0.016713,0.022321,0.126781,0.003134,0.019849,0.750177,0.335891,0.405031,0.308548,0.324824,0.243902,0.236781,0.164440,0.182696,0.199854,0.257546,0.176481,0.184463,0.022194,0.001256,0.006632,0.028357,0.005044,0.002392,0.005017,0.002514,0.007887,0.030074,0.027010,0.022455,0.005683,NOISE
0.120876,0.031228,3.124256,0.270045,0.287394,0.747510,0.002915,0.140974,-23.286143,1.720905,0.095195,0.612977,-0.246259,0.012420,0.008339,-0.062549,0.048714,0.121146,-0.031911,0.036583,0.007037,0.028553,0.002636,0.037076,0.009279,0.044321,0.004807,0.069733,0.001432,0.011133,0.006159,0.010795,0.004035,0.029380,0.045313,0.029899,0.115550,0.046033,0.016527,0.295492,0.002153,0.092128,1.054264,0.453885,0.394594,0.149513,0.460741,0.184911,0.309593,0.154372,0.200888,0.139683,0.204400,0.207665,0.132383,0.038028,0.001719,0.028892,0.009889,0.026434,0.004337,0.055201,0.000882,0.016733,0.002681,0.005733,0.005633,0.009554,NOISE
0.022339,0.064278,3.233488,0.089876,0.161812,0.054174,0.005940,0.026583,-23.222045,2.719314,-0.555654,-0.306642,-1.230939,-0.603770,-0.013833,-0.310126,0.092686,0.294234,0.137130,0.021409,-0.159729,0.003539,0.002237,0.009044,0.026463,0.014317,0.002424,0.004507,0.003431,0.005923,0.068766,0.074919,0.008479,0.030020,0.006722,0.038931,0.046295,0.025103,0.033094,0.049580,0.005048,0.010875,0.788379,0.437787,0.285991,0.227564,0.211304,0.183988,0.136821,0.203244,0.254963,0.251858,0.148331,0.201574,0.167378,0.001373,0.001190,0.006504,0.028975,0.026905,0.001527,0.001957,0.003119,0.004906,0.038429,0.024058,0.003333,0.004010,NOISE
0.139639,0.001033,3.112448,0.244998,0.239430,1.260914,0.002309,0.213462,-29.799646,1.204349,-0.555000,-0.379644,-0.002802,0.008997,0.261866,-0.079291,0.192384,0.010035,0.060186,-0.138141,0.112889,0.006498,0.026542,0.014742,0.006870,0.016361,0.012865,0.014053,0.005605,0.007486,0.005803,0.008715,0.005160,0.012557,0.053165,0.003396,0.331777,0.034965,0.030367,0.505447,0.002048,0.105304,1.912273,0.528237,0.242286,0.260435,0.187466,0.189026,0.256608,0.163142,0.251752,0.327205,0.172009,0.250844,0.244281,0.003837,0.034804,0.012475,0.009231,0.010454,0.019593,0.007998,0.004908,0.013544,0.003046,0.005006,0.003621,0.007442,NOISE
0.213435,0.009530,3.154824,0.293850,0.227227,2.033590,0.001127,0.403277,-25.050746,0.823621,0.052381,-0.091658,0.245218,0.306766,-0.001897,0.089186,0.204739,0.037929,0.101290,0.002426,0.286209,0.005749,0.002250,0.059471,0.004242,0.010409,0.005840,0.005960,0.002411,0.002375,0.005098,0.011018,0.002372,0.016548,0.039055,0.013386,0.253610,0.022398,0.018627,0.392376,0.000437,0.074226,0.905366,0.594919,0.139710,0.225616,0.267010,0.189955,0.178161,0.168460,0.333937,0.127091,0.087084,0.222155,0.196750,0.002771,0.001691,0.045795,0.002017,0.010327,0.004288,0.004426,0.001827,0.001718,0.002796,0.013529,0.001196,0.012005,NOISE
0.129604,0.045714,3.161050,0.291588,0.301013,0.756485,0.002745,0.112149,-22.432410,2.098176,0.393258,0.091334,-0.301965,-0.023767,0.079510,0.167211,0.162766,0.047496,-0.108947,0.002728,0.021407,0.021623,0.006141,0.062847,0.004764,0.037481,0.007372,0.057521,0.000632,0.011609,0.008317,0.020435,0.003395,0.027203,0.027583,0.017474,0.080844,0.017152,0.010282,0.335972,0.001552,0.082728,0.441864,0.409325,0.325013,0.317553,0.307611,0.234678,0.185299,0.198351,0.184326,0.136513,0.142187,0.126621,0.155956,0.015276,0.006835,0.046505,0.003397,0.031095,0.007956,0.031953,0.000472,0.016677,0.004530,0.015798,0.002475,0.009179,NOISE
0.080655,0.009498,3.096449,0.162406,0.191791,0.688128,0.005170,0.128056,-26.261720,0.864802,-0.287129,-0.413496,-0.833656,-0.037456,-0.133162,-0.037683,-0.287904,-0.125354,0.295302,0.119311,0.325820,0.003592,0.002915,0.011794,0.010029,0.013394,0.038459,0.014639,0.002836,0.009286,0.013279,0.017180,0.003554,0.016624,0.038642,0.020908,0.169395,0.042420,0.036444,0.489298,0.003028,0.073474,1.717456,0.946849,0.772114,0.309903,0.273009,0.310027,0.202269,0.185831,0.279127,0.354575,0.330586,0.413940,0.353862,0.003427,0.002260,0.010454,0.014563,0.011678,0.040928,0.016487,0.003568,0.011349,0.023094,0.023141,0.003390,0.009687,NOISE
0.255231,0.049013,3.281387,0.336836,0.267831,2.042945,0.000851,0.554660,-21.535574,1.496554,-0.260146,-0.092645,0.255779,-0.049732,-0.122635,-0.000897,-0.023357,0.023932,0.224598,0.104053,0.099954,0.004589,0.002349,0.015111,0.007279,0.032721,0.009923,0.020419,0.003192,0.005908,0.009420,0.011904,0.003905,0.009911,0.020879,0.007564,0.020568,0.007967,0.002254,0.199947,0.000251,0.032638,0.242670,0.164502,0.191123,0.161947,0.097870,0.177459,0.158514,0.088117,0.130191,0.123060,0.119160,0.153285,0.150671,0.002694,0.001389,0.005944,0.003420,0.014214,0.005997,0.008250,0.001799,0.003081,0.004967,0.006714,0.002536,0.002849,NOISE
0.089730,0.009356,3.008738,0.205408,0.250961,0.516161,0.007436,0.089463,-27.223962,1.816742,-0.177490,0.261698,-0.393499,0.017231,0.110557,-0.086305,-0.012175,0.049363,-0.198052,-0.247949,-0.304840,0.035577,0.016303,0.027457,0.013058,0.031338,0.007897,0.029781,0.001646,0.005329,0.008146,0.015819,0.009415,0.021036,0.044848,0.025692,0.307456,0.066255,0.039831,0.379098,0.007304,0.061686,2.330626,0.606129,0.524001,0.479297,0.673075,0.259525,0.261258,0.205111,0.373562,0.151987,0.214161,0.316192,0.246918,0.041326,0.027282,0.021723,0.011893,0.027143,0.009225,0.027353,0.001186,0.007166,0.006526,0.013959,0.012106,0.009269,NOISE
0.168037,0.041526,3.236989,0.279130,0.258289,1.379736,0.001279,0.310291,-21.615073,1.163162,-0.515251,-0.011764,0.101549,-0.190284,-0.081970,0.073817,-0.276914,-0.229724,0.101787,0.186475,0.141741,0.008747,0.003705,0.022692,0.017332,0.020793,0.013428,0.012457,0.004652,0.007902,0.005119,0.008583,0.003136,0.009334,0.017794,0.008844,0.086686,0.012141,0.004022,0.207481,0.000426,0.062089,0.331893,0.192111,0.276642,0.260057,0.177147,0.200541,0.178717,0.158333,0.173041,0.184515,0.181021,0.228313,0.187475,0.005713,0.004207,0.010266,0.013571,0.010238,0.009030,0.004363,0.004871,0.004442,0.002653,0.005215,0.002015,0.002043,NOISE
0.093173,0.019047,3.118568,0.216719,0.246911,0.636580,0.004830,0.113323,-25.186970,1.709911,-0.136615,-0.560537,-0.499681,0.175004,-0.142093,0.266861,-0.032326,-0.133744,0.079982,0.038806,0.119910,0.007632,0.008705,0.021188,0.010636,0.032839,0.010699,0.026895,0.002306,0.003834,0.013009,0.023530,0.003625,0.017924,0.040330,0.028095,0.215899,0.068331,0.044401,0.388396,0.002883,0.082597,2.073963,0.612167,0.754555,0.540516,0.486642,0.451603,0.281511,0.237835,0.215614,0.264551,0.270298,0.364585,0.237609,0.008922,0.018884,0.015387,0.007169,0.032467,0.011352,0.030874,0.003322,0.003820,0.011396,0.025236,0.002995,0.007371,NOISE
0.246691,0.049357,3.289803,0.301476,0.214939,2.370332,0.000839,0.413206,-22.904957,-0.206852,0.575790,0.582053,-0.215819,-0.072918,0.111062,-0.397153,0.336249,-0.006733,-0.002852,0.275432,0.077230,0.002059,0.002449,0.004199,0.002086,0.017290,0.002330,0.006606,0.001063,0.002125,0.002420,0.005276,0.003067,0.004957,0.020230,0.006957,0.016983,0.011380,0.003606,0.155308,0.000242,0.027868,0.152652,0.129526,0.195744,0.144966,0.181711,0.174220,0.151262,0.135824,0.158329,0.151010,0.155626,0.109379,0.117096,0.001148,0.001059,0.001685,0.000902,0.011979,0.001214,0.003692,0.000611,0.000883,0.000786,0.003096,0.003323,0.002831,NOISE
0.074917,0.018168,3.142401,0.209355,0.268246,0.315717,0.004212,0.060425,-23.787862,2.045679,-0.354740,0.474518,-0.692690,0.065062,0.086136,-0.082147,-0.035412,0.053583,-0.285225,-0.169905,0.041999,0.044809,0.004826,0.027619,0.017875,0.031824,0.007254,0.039787,0.003611,0.005621,0.006014,0.012480,0.014720,0.021640,0.015744,0.015159,0.123819,0.039765,0.025871,0.116982,0.001697,0.012282,1.171236,0.216336,0.437104,0.205269,0.420996,0.430817,0.165045,0.178662,0.274178,0.165886,0.289869,0.189438,0.205125,0.035108,0.004086,0.022919,0.017359,0.028916,0.007078,0.030828,0.004673,0.003457,0.003562,0.007767,0.024873,0.009611,NOISE
0.196835,0.028641,3.257425,0.307337,0.266647,1.524809,0.001199,0.410590,-22.429618,1.457410,-0.475972,0.008166,0.090075,-0.105669,-0.172206,0.036524,-0.004007,-0.171386,0.181742,0.387754,0.103297,0.005185,0.002741,0.018094,0.013345,0.022634,0.016708,0.021368,0.002488,0.006505,0.007168,0.014048,0.004339,0.010154,0.029214,0.010402,0.054269,0.019819,0.003840,0.320043,0.000497,0.105614,0.433241,0.250188,0.236846,0.255913,0.176654,0.235992,0.110359,0.149481,0.098788,0.182957,0.162822,0.176610,0.167547,0.002982,0.001745,0.008875,0.008266,0.014974,0.015039,0.010167,0.001649,0.005114,0.003891,0.006194,0.002637,0.003102,NOISE
0.202653,0.059635,3.278695,0.302321,0.257037,1.745222,0.001079,0.416142,-21.214590,1.331103,-0.510370,-0.203637,0.125391,-0.062418,-0.034186,-0.132329,-0.141007,-0.133677,0.087774,0.337476,0.030165,0.004808,0.002709,0.013417,0.015801,0.021700,0.011824,0.015883,0.002960,0.010321,0.006489,0.015057,0.002745,0.008739,0.016785,0.007134,0.022961,0.006410,0.002629,0.174855,0.000469,0.033352,0.152703,0.135958,0.134087,0.122632,0.121959,0.117882,0.144076,0.172947,0.129895,0.136753,0.149665,0.168300,0.139794,0.001883,0.001754,0.005809,0.007085,0.018194,0.007710,0.006272,0.002155,0.006047,0.005965,0.007648,0.001713,0.003563,NOISE
0.175323,0.046138,3.271449,0.286893,0.258529,1.365858,0.001303,0.351874,-21.658402,1.322034,-0.725041,-0.083962,-0.057497,-0.104906,-0.007087,0.151776,-0.044441,-0.196276,-0.040056,0.287036,-0.054553,0.005636,0.006063,0.024550,0.015578,0.019884,0.015776,0.014158,0.006750,0.005555,0.006090,0.006395,0.005966,0.009981,0.020973,0.016269,0.024870,0.013936,0.006552,0.252668,0.000444,0.068302,0.526200,0.318330,0.176198,0.203197,0.245462,0.157878,0.239038,0.270273,0.142538,0.231341,0.218784,0.257170,0.164957,0.002543,0.004739,0.014462,0.007704,0.011507,0.012359,0.005584,0.013598,0.005484,0.004829,0.002482,0.005870,0.003232,NOISE
0.164994,0.063875,3.259607,0.297585,0.268441,1.237428,0.001301,0.352728,-21.375936,1.651118,-0.840164,-0.026539,0.161017,-0.190822,0.094160,0.091787,-0.101364,-0.101804,0.165943,0.223370,0.123953,0.004714,0.005640,0.019102,0.021270,0.026958,0.017561,0.024007,0.005236,0.007222,0.004570,0.012012,0.004124,0.013353,0.022613,0.012663,0.028323,0.011429,0.004684,0.174384,0.000502,0.075259,0.223835,0.212595,0.177267,0.299042,0.199466,0.290281,0.150051,0.149887,0.146850,0.213175,0.161319,0.092321,0.158472,0.001973,0.009187,0.012885,0.021386,0.016213,0.014209,0.013723,0.008547,0.004455,0.002311,0.008660,0.003516,0.003670,NOISE
0.148313,0.037541,3.266386,0.244687,0.248730,1.284072,0.002019,0.231184,-22.027692,1.282853,-0.330303,-0.261288,0.094907,0.047379,0.037250,0.077605,0.130696,0.056328,0.013884,-0.041205,0.101389,0.006469,0.015357,0.013932,0.004426,0.039487,0.008257,0.024318,0.004017,0.005017,0.005814,0.009883,0.004247,0.013733,0.040494,0.017285,0.021847,0.013566,0.018219,0.350348,0.000844,0.075964,0.359293,0.264081,0.185558,0.221451,0.233331,0.199024,0.139402,0.246724,0.183214,0.114057,0.127381,0.165222,0.103728,0.003843,0.016322,0.010989,0.002668,0.023937,0.006348,0.018023,0.003224,0.003485,0.004407,0.004418,0.003439,0.005155,NOISE
0.128269,0.041681,3.234925,0.241855,0.262743,1.042539,0.001550,0.186933,-21.402253,1.418867,-0.463655,-0.328462,0.051105,0.079146,0.097851,-0.064429,0.042709,-0.001048,-0.003946,0.196794,0.052086,0.010136,0.009512,0.016591,0.006019,0.027408,0.017589,0.026221,0.004690,0.008193,0.007302,0.013843,0.009516,0.010642,0.012485,0.013753,0.037829,0.011977,0.011700,0.197945,0.000600,0.064014,0.422459,0.369251,0.155235,0.142288,0.139874,0.154952,0.139271,0.151199,0.111462,0.151489,0.168173,0.061179,0.173999,0.004120,0.007411,0.008724,0.003133,0.020510,0.012539,0.010153,0.003757,0.006245,0.003843,0.006530,0.005317,0.003978,NOISE
0.186239,0.024954,3.243994,0.298764,0.267063,1.383344,0.001358,0.364311,-22.593973,1.546184,-0.516818,0.042521,0.276416,-0.194174,-0.198866,0.176602,-0.015273,-0.174774,0.101553,0.168361,0.090091,0.006412,0.003927,0.018984,0.018985,0.034048,0.008514,0.015708,0.002037,0.007237,0.006655,0.013364,0.004208,0.012178,0.031753,0.010183,0.038739,0.018795,0.005852,0.325745,0.000597,0.116976,0.346721,0.330427,0.220539,0.214131,0.178537,0.165969,0.120057,0.218697,0.174041,0.163020,0.171021,0.112035,0.178862,0.004236,0.002512,0.007246,0.020767,0.022450,0.006904,0.008223,0.001640,0.004829,0.003589,0.008092,0.002511,0.005335,NOISE
0.240499,0.013369,3.263026,0.289736,0.213660,2.331971,0.000884,0.396018,-24.530785,-0.230800,0.388741,0.413882,-0.103861,-0.169310,0.054828,-0.271129,0.119361,-0.139539,-0.003260,0.315264,0.167794,0.002575,0.002322,0.004746,0.002739,0.008542,0.003033,0.007125,0.001303,0.002255,0.002825,0.005530,0.002578,0.003009,0.022523,0.012138,0.134654,0.017939,0.006038,0.188037,0.000473,0.041286,0.662716,0.138048,0.330912,0.209664,0.198391,0.140520,0.112883,0.173403,0.139967,0.110778,0.180312,0.099834,0.156585,0.001603,0.001688,0.001730,0.001552,0.006565,0.001300,0.004033,0.000911,0.000991,0.000767,0.002924,0.002380,0.001582,NOISE
0.050550,0.053450,3.121930,0.193141,0.268029,0.203776,0.004767,0.034376,-22.823370,2.683071,0.076261,0.657088,-0.195369,-0.133933,-0.110257,-0.074821,-0.053390,0.132854,-0.153662,-0.025522,0.093824,0.029126,0.002952,0.050313,0.018264,0.056565,0.017394,0.027894,0.000993,0.006123,0.011134,0.018928,0.006923,0.027691,0.017281,0.037135,0.123026,0.030611,0.017927,0.078282,0.002315,0.018904,0.865691,0.432645,0.593134,0.319598,0.327343,0.204051,0.216909,0.264416,0.372042,0.176367,0.254129,0.154156,0.149670,0.028664,0.003989,0.042530,0.019827,0.044070,0.027592,0.015336,0.000940,0.004205,0.015371,0.015007,0.013681,0.008732,NOISE
0.042356,0.040918,3.115044,0.162460,0.240960,0.187958,0.005797,0.038433,-23.215223,2.458865,0.138638,0.589206,-0.517643,0.260459,-0.139378,-0.199380,-0.156462,0.079802,-0.308295,0.014011,0.122470,0.016103,0.003589,0.071656,0.057192,0.035355,0.007396,0.019739,0.004207,0.003829,0.014272,0.009695,0.002909,0.029554,0.015849,0.028466,0.201681,0.030111,0.025546,0.069304,0.002650,0.020916,1.029136,0.419774,0.722284,0.370625,0.278029,0.349867,0.310531,0.191728,0.244175,0.179998,0.380534,0.276951,0.176599,0.024074,0.004723,0.049361,0.041366,0.015446,0.005971,0.018557,0.007919,0.003096,0.012448,0.007599,0.004523,0.007847,NOISE
0.127629,0.024777,3.249893,0.252794,0.269106,0.998563,0.001729,0.169958,-22.298047,1.411627,-0.619017,-0.170384,0.084397,0.084826,-0.050685,-0.082665,0.062157,0.008860,0.114624,0.208310,0.178721,0.007700,0.009055,0.016733,0.003814,0.029830,0.010331,0.029156,0.004393,0.007818,0.008427,0.011177,0.011823,0.011237,0.018436,0.011902,0.035535,0.008240,0.017368,0.318507,0.000686,0.077483,0.428571,0.405547,0.195516,0.187692,0.154627,0.121452,0.135675,0.180072,0.214884,0.143679,0.124280,0.129921,0.147327,0.003597,0.007493,0.006139,0.002561,0.016774,0.010740,0.016073,0.002222,0.004971,0.004620,0.008539,0.008621,0.003958,NOISE
0.121731,0.021122,3.089468,0.270631,0.289782,0.685322,0.003595,0.119515,-23.882716,1.961384,0.332226,0.184445,-0.030047,0.267051,-0.007552,-0.031712,0.164104,-0.093786,0.104961,-0.024215,0.088917,0.015507,0.002892,0.031587,0.006163,0.038683,0.009385,0.075433,0.001315,0.009304,0.013771,0.025326,0.003126,0.026927,0.042912,0.021808,0.093734,0.046099,0.018054,0.363006,0.002261,0.122096,1.235389,0.581921,0.201747,0.300723,0.269352,0.335543,0.211478,0.204039,0.191745,0.211901,0.187946,0.139806,0.132112,0.018481,0.002681,0.020749,0.005324,0.029067,0.012323,0.054353,0.000984,0.013549,0.014980,0.018292,0.002657,0.011395,NOISE
0.216184,0.043071,3.244462,0.303962,0.250850,1.842749,0.001129,0.408135,-21.911171,1.602898,-0.347125,-0.153162,0.305784,0.059061,0.026205,-0.091139,-0.013865,0.090402,0.064715,0.100183,0.240921,0.005714,0.003013,0.014792,0.005666,0.027057,0.008512,0.026396,0.004762,0.007122,0.008667,0.010454,0.004714,0.010390,0.028451,0.013549,0.073172,0.012624,0.013530,0.376846,0.000369,0.046362,0.409708,0.304274,0.321837,0.174308,0.158334,0.158406,0.145613,0.198643,0.149668,0.211666,0.177691,0.128790,0.128829,0.003082,0.001890,0.008216,0.003324,0.017888,0.008664,0.017068,0.004643,0.007289,0.005036,0.003745,0.003401,0.004856,NOISE
0.109934,0.000377,2.886825,0.230826,0.245083,0.954548,0.002109,0.166329,-30.996796,0.973457,-0.665257,-0.089544,-0.107298,0.187341,0.093599,-0.274930,-0.023886,-0.018586,0.120563,0.047994,-0.004626,0.007031,0.008344,0.011555,0.005053,0.022339,0.013389,0.016992,0.023225,0.008111,0.008436,0.006368,0.004206,0.011685,0.022051,0.001274,0.686978,0.024872,0.021908,0.430888,0.000980,0.093755,1.472745,0.904145,0.292865,0.479734,0.319170,0.236583,0.260695,0.237036,0.249344,0.100367,0.202009,0.178118,0.205484,0.004186,0.008062,0.007362,0.003645,0.015450,0.019323,0.008632,0.032557,0.005905,0.005635,0.004315,0.003874,0.007337,NOISE
0.204922,0.043053,3.254915,0.311710,0.269155,1.555289,0.001176,0.438347,-21.849446,1.475904,-0.467642,-0.187368,0.102442,-0.031296,-0.030811,0.137370,0.004653,-0.160011,0.178540,0.399234,0.149593,0.005669,0.002749,0.016345,0.013568,0.023117,0.012128,0.027782,0.002479,0.008375,0.008980,0.008864,0.004980,0.010524,0.030836,0.013995,0.028221,0.016378,0.003795,0.269630,0.000338,0.094615,0.292126,0.230541,0.215459,0.345476,0.140503,0.155496,0.221596,0.155079,0.116797,0.175874,0.166006,0.141445,0.155941,0.004312,0.001385,0.008124,0.013090,0.014203,0.008230,0.013906,0.001268,0.007017,0.005088,0.003813,0.004601,0.003400,NOISE
0.213862,0.024535,3.262323,0.317167,0.268280,1.643557,0.001154,0.462795,-22.604748,1.571629,-0.265846,0.077621,0.258492,-0.042372,-0.198321,0.168404,0.017505,-0.156903,0.060111,0.103172,0.110759,0.011102,0.005371,0.023245,0.010743,0.032359,0.006765,0.023707,0.001595,0.006731,0.007310,0.009505,0.004061,0.011756,0.029381,0.009657,0.024525,0.018179,0.004722,0.279438,0.000486,0.084795,0.373780,0.215498,0.190235,0.180282,0.247938,0.161909,0.185834,0.186998,0.143710,0.194199,0.170641,0.175663,0.177453,0.005954,0.003264,0.009929,0.009467,0.017103,0.004977,0.014234,0.000774,0.004932,0.003411,0.004008,0.004324,0.003186,NOISE
